priority,asset,asset_name,lifecycle_status,price_effective_date,inferred_factor,observed_price_ratio,ratio_residual_pct,evidence_basis,required_evidence,review_status,historical_backtest_allowed,source_status_sha256,source_run_id,resolution_status,resolution_source,official_action_type,official_event_date,official_announcement_date,official_factor,factor_correction_pct,official_source_url,validation_schema,validation_manifest_sha256,promotion_manifest_sha256,registry_match
P0,159220,港股通红利低波ETF华宝,active,2025-11-10,2.0,1.977671451,-1.116427432,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-11-07,2025-11-09,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-11-10/1224794202.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159231,通用航空ETF华宝,active,2025-08-11,2.0,1.99338843,-0.330578512,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-08-08,2025-08-10,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-08-11/1224442186.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159246,创业板人工智能ETF富国,active,2026-02-13,2.0,2.03871577,1.93578848,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-02-12,2026-02-12,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-02-13/1224980186.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159305,储能电池ETF广发,active,2026-05-21,2.0,2.082230624,4.111531191,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-05-20,2026-05-20,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-05-21/1225321575.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159320,电网设备ETF广发,active,2026-07-15,3.0,3.073482428,2.449414271,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-14,2026-07-14,3.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-15/1225425383.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159363,创业板人工智能ETF华宝,active,2025-07-21,2.0,2.005050505,0.252525253,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-07-18,2025-07-20,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-07-21/1224216602.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159368,创业板新能源ETF华夏,active,2026-07-07,2.0,2.026737968,1.336898396,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-06,2026-07-06,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-07/1225412514.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159381,创业板人工智能ETF华夏,active,2026-06-03,2.0,1.926742532,-3.6628734,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-06-02,2026-06-02,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-06-03/1225347542.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159387,创业板新能源ETF国泰,active,2026-03-30,2.0,2.052631579,2.631578947,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-03-27,2026-03-29,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-03-30/1225045466.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159393,沪深300ETF万家,active,2025-03-31,0.25,0.257201646,2.880658436,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_conversion,2025-03-28,2025-03-28,0.255283787,2.1135147999999937,https://static.cninfo.com.cn/finalpage/2025-03-29/1222949052.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159507,通信ETF广发,active,2026-06-09,3.0,2.84600939,-5.133020344,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-06-08,2026-06-08,3.0,0.0,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358702.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159516,半导体设备ETF国泰,active,2026-03-30,2.0,1.948356808,-2.582159624,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-03-27,2026-03-29,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-03-30/1225045464.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159516,半导体设备ETF国泰,active,2026-07-10,2.0,2.149171271,7.458563536,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-09,2026-07-09,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-10/1225417952.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159537,信创ETF国泰,active,2026-06-26,2.0,2.037288136,1.86440678,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-06-25,2026-06-25,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-06-26/1225389220.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159538,信创ETF富国,active,2026-07-17,2.0,2.18036286,9.01814301,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-16,2026-07-16,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-17/1225428981.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159546,集成电路ETF国泰,active,2026-06-10,3.0,3.048134777,1.604492579,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-06-09,2026-06-09,3.0,0.0,https://static.cninfo.com.cn/finalpage/2026-06-10/1225361555.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159558,半导体设备ETF易方达,active,2026-07-09,3.0,2.726390686,-9.120310479,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-08,2026-07-08,3.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-09/1225416235.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159567,港股创新药ETF银华,active,2025-08-11,2.0,1.989327641,-0.53361793,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-08-08,2025-08-10,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-08-11/1224442644.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159582,半导体ETF博时,active,2026-07-13,5.0,5.372443488,7.448869752,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-10,2026-07-12,5.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-13/1225420227.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159583,通信ETF富国,active,2025-11-06,2.0,1.944903581,-2.754820937,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-11-05,2025-11-05,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-11-06/1224789553.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159596,A50ETF华宝,active,2025-10-20,2.0,1.995207668,-0.239616613,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-10-17,2025-10-19,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-10-20/1224719474.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159597,创业板成长ETF易方达,active,2026-07-09,3.0,2.864779874,-4.507337526,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-08,2026-07-08,3.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-09/1225416233.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159629,中证1000ETF富国,active,2022-11-14,0.5,0.471688574,-5.662285137,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_conversion,2022-11-11,2022-11-13,0.468136204,-6.3727592,https://static.cninfo.com.cn/finalpage/2022-11-14/1215085856.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159629,中证1000ETF富国,active,2023-06-09,0.8,0.746348962,-6.706379708,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_conversion,2023-06-08,2023-06-08,0.752078692,-5.990163500000001,https://static.cninfo.com.cn/finalpage/2023-06-09/1217024735.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159633,中证1000ETF易方达,active,2022-10-31,0.5,0.467938527,-6.412294648,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_merger,2022-10-28,2022-10-30,0.471642898,-5.671420400000004,https://static.cninfo.com.cn/finalpage/2022-10-31/1214969150.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159633,中证1000ETF易方达,active,2023-07-10,0.8,0.752679939,-5.915007657,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_merger,2023-07-07,2023-07-09,0.753236325,-5.8454593749999955,https://static.cninfo.com.cn/finalpage/2023-07-10/1217239985.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159636,港股通科技30ETF工银,active,2025-12-08,2.0,2.010159652,0.507982583,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-12-05,2025-12-07,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-12-08/1224856161.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159663,机床ETF华夏,active,2026-07-07,2.0,2.031948882,1.597444089,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-06,2026-07-06,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-07/1225412506.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159667,工业母机ETF国泰,active,2026-06-10,3.0,3.074401009,2.480033628,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-06-09,2026-06-09,3.0,0.0,https://static.cninfo.com.cn/finalpage/2026-06-10/1225361557.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159747,香港科技ETF南方,active,2023-04-26,0.5,0.492031873,-1.593625498,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_merger,2023-04-25,2023-04-25,0.5,0.0,https://static.cninfo.com.cn/finalpage/2023-04-26/1216593309.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159801,芯片ETF广发,active,2023-08-31,2.0,1.973895582,-1.305220884,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2023-08-30,2023-08-30,2.0,0.0,https://static.cninfo.com.cn/finalpage/2023-08-31/1217719072.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159806,新能源车ETF国泰,active,2022-01-14,3.0,2.972860125,-0.904662491,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2022-01-13,2022-01-13,3.0,0.0,https://static.cninfo.com.cn/finalpage/2022-01-14/1212176434.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
