priority,asset,asset_name,lifecycle_status,price_effective_date,inferred_factor,observed_price_ratio,ratio_residual_pct,evidence_basis,required_evidence,review_status,historical_backtest_allowed,source_status_sha256,source_run_id,resolution_status,resolution_source,official_action_type,official_event_date,official_announcement_date,official_factor,factor_correction_pct,official_source_url,validation_schema,validation_manifest_sha256,promotion_manifest_sha256,registry_match
P0,159807,科技ETF易方达,active,2021-06-21,2.0,2.001203369,0.060168472,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-06-18,2021-06-20,2.0,0.0,https://static.cninfo.com.cn/finalpage/2021-06-21/1210293596.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159813,半导体ETF鹏华,active,2021-09-13,1.5,1.559440559,3.962703963,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-09-10,2021-09-12,1.5,0.0,https://static.cninfo.com.cn/finalpage/2021-09-13/1211010386.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159814,创业大盘ETF西部利得,active,2021-02-10,2.0,2.0,0.0,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-02-09,2021-02-09,2.059034965,2.951748249999997,https://static.cninfo.com.cn/finalpage/2021-02-10/1209266014.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159845,中证1000ETF华夏,active,2023-03-01,0.8,0.743653915,-7.043260636,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_conversion,2023-02-28,2023-02-28,0.747644145,-6.544481875000008,https://static.cninfo.com.cn/finalpage/2023-03-01/1216006925.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159851,金融科技ETF华宝,active,2025-07-14,2.0,2.053128689,2.656434475,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-07-11,2025-07-13,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-07-14/1224146835.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159863,光伏ETF鹏华,active,2021-11-08,1.5,1.489082969,-0.727802038,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-11-05,2021-11-07,1.5,0.0,https://static.cninfo.com.cn/finalpage/2021-11-08/1211511837.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159871,有色ETF银华,active,2026-02-09,2.0,1.952166065,-2.391696751,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-02-06,2026-02-08,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-02-09/1224972084.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159876,有色ETF华宝,active,2025-08-04,2.0,1.964341085,-1.782945736,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-08-01,2025-08-03,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-08-04/1224369082.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159881,有色金属ETF国泰,active,2026-06-26,2.0,2.085393258,4.269662921,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-06-25,2026-06-25,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-06-26/1225389215.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159885,碳中和ETF鹏华,active,2021-11-01,1.5,1.507029877,0.468658465,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-10-29,2021-10-31,1.5,0.0,https://static.cninfo.com.cn/finalpage/2021-11-01/1211438881.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159907,国证2000ETF广发,active,2024-04-01,2.0,1.967836257,-1.608187135,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2024-03-29,2024-03-31,2.0,0.0,https://static.cninfo.com.cn/finalpage/2024-04-01/1219474317.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159909,TMT50ETF招商,active,2021-03-11,10.0,9.722772277,-2.772277228,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-03-10,2021-03-10,9.795073139,-2.04926861000001,https://static.cninfo.com.cn/finalpage/2021-03-11/1209365751.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159925,沪深300ETF南方,active,2024-01-29,0.5,0.508623298,1.724659607,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_merger,2024-01-26,2024-01-28,0.503545799,0.7091597999999921,https://static.cninfo.com.cn/finalpage/2024-01-29/1219014081.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159928,消费ETF汇添富,active,2021-06-25,4.0,3.917525773,-2.06185567,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-06-24,2021-06-24,4.0,0.0,https://static.cninfo.com.cn/finalpage/2021-06-25/1210330426.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159938,医药ETF广发,active,2022-05-30,2.0,1.992084433,-0.395778364,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2022-05-27,2022-05-29,2.0,0.0,https://static.cninfo.com.cn/finalpage/2022-05-30/1213532126.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159939,信息技术ETF广发,active,2023-02-16,2.0,2.04835924,2.417962003,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2023-02-15,2023-02-15,2.0,0.0,https://static.cninfo.com.cn/finalpage/2023-02-16/1215873539.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159941,纳指ETF广发,active,2022-07-05,4.0,3.947019868,-1.324503311,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2022-07-04,2022-07-04,4.0,0.0,https://static.cninfo.com.cn/finalpage/2022-07-05/1213942300.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159966,创业板价值ETF华夏,active,2020-11-06,3.0,3.150974026,5.032467532,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2020-11-05,2020-11-05,3.076488732,2.5496243999999946,https://static.cninfo.com.cn/finalpage/2020-11-06/1208699385.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159967,创业板成长ETF华夏,active,2020-11-06,4.0,3.708260105,-7.293497364,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2020-11-05,2020-11-05,3.63839094,-9.040226500000003,https://static.cninfo.com.cn/finalpage/2020-11-06/1208699384.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159971,创业板ETF富国,active,2025-12-02,2.0,2.014071295,0.703564728,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-12-01,2025-12-01,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-12-02/1224842088.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159975,深100ETF招商,active,2021-01-29,10.0,10.039577836,0.395778364,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-01-28,2021-01-28,10.0,0.0,https://static.cninfo.com.cn/finalpage/2021-01-29/1209210334.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159977,创业板ETF天弘,active,2025-09-15,2.0,1.974842767,-1.257861635,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2025-09-12,2025-09-14,2.0,0.0,https://static.cninfo.com.cn/finalpage/2025-09-15/1224658789.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159991,创业板大盘ETF招商,active,2021-01-27,3.0,2.80952381,-6.349206349,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2021-01-26,2021-01-26,2.839985106,-5.3338298,https://static.cninfo.com.cn/finalpage/2021-01-27/1209195117.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159994,通信ETF银华,active,2026-02-09,2.0,1.918665276,-4.066736184,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-02-06,2026-02-08,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-02-09/1224972085.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,159995,芯片ETF华夏,active,2026-07-07,2.0,2.004663558,0.233177881,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,cninfo_official_fund_disclosure,share_split,2026-07-06,2026-07-06,2.0,0.0,https://static.cninfo.com.cn/finalpage/2026-07-07/1225412524.PDF,cninfo_etf_share_action_cross_evidence_v1,01acff627cf0c32f6c14be69d675d29c9d0283cab9109fbae704a4865dc796e7,8f7961c36a1991a5c85af9b7ffeea2d8c833724c76a917eed4862d22e3daba43,True
P0,510020,超大ETF,active,2012-12-14,0.1,0.095709571,-4.290429043,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_merger,2012-12-13,2012-12-14,0.1,0.0,https://www.sse.com.cn/disclosure/fund/announcement/c/2012-12-14/510020_20121214_1.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
P0,510100,SZ50ETF,active,2025-03-10,0.5,0.5,0.0,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_merger,2025-03-07,2025-03-10,0.49719902,-0.5601960000000017,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-03-10/510100_20250310_F7LV.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
P0,510170,商品ETF,active,2022-07-11,4.0,4.144605117,3.61512792,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_split,2022-07-08,2022-07-11,4.0,0.0,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2022-07-11/510170_20220711_1_cRBvPQA3.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
P0,510180,180ETF,active,2009-05-21,10.0,10.231788079,2.317880795,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_split,2009-05-19,2009-05-20,10.0,0.0,https://www.sse.com.cn/disclosure/fund/announcement/c/2009-05-20/510180_20090520_1.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
P0,510180,180ETF,active,2013-12-23,0.25,0.259090909,3.636363636,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_merger,2013-12-20,2013-12-23,0.25,0.0,https://www.sse.com.cn/disclosure/fund/announcement/c/2013-12-22/510180_20131223_2.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
P0,510210,综指ETF,active,2021-01-25,5.0,4.989065606,-0.218687873,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_split,2021-01-22,2021-01-25,5.0,0.0,https://www.sse.com.cn/disclosure/fund/announcement/c/2021-01-25/510210_20210125_1.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
P0,510230,金融ETF,active,2020-08-17,5.0,4.716182573,-5.676348548,zero_marker_common_factor_inference,official fund-manager or exchange share split/merger result with exact factor and effective date,pending_primary_evidence,False,5cd5d1518d5986a2ae4e7f957355c199551571109c8dd98af89ffe8f7ee23292,20260717_20260718T193335462592+0800_4fbf151bf6a9,resolved_governed_official,sse_official_fund_announcement,share_split,2020-08-14,2020-08-17,5.0,0.0,https://www.sse.com.cn/disclosure/fund/announcement/c/2020-08-17/510230_20200817_1.pdf,sse_etf_share_action_cross_evidence_v2,9aa025edf06e13368941d040f556f5ac14d122441685b96f74f245f36f119531,6ff5095bbb4a2c82fed162616b75c9904276e20e117dfa208096472a42ad4508,True
